0,2.358083264
0.0001,2.615750352
0.0002,2.855711846
0.0003,2.873525673
0.0004,2.119535486
0.0005,1.985865879
0.0006,3.441462114
0.0007,2.283491051
0.0008,2.55270632
0.0009,2.620763341
0.001,2.256446101
0.0011,2.713997636
0.0012,3.037454893
0.0013,3.462829911
0.0014,2.761679385
0.0015,3.207303893
0.0016,3.323829844
0.0017,3.012142175
0.0018,3.186237108
0.0019,3.231091176
0.002,3.823500975
0.0021,3.971080997
0.0022,3.916261328
0.0023,3.650307841
0.0024,2.997712038
0.0025,2.864785491
0.0026,3.593071949
0.0027,4.187297105
0.0028,3.667695965
0.0029,4.162997045
0.003,3.213649188
0.0031,4.131275419
0.0032,3.994000287
0.0033,4.195464297
0.0034,3.481216191
0.0035,4.514490185
0.0036,4.5656221
0.0037,4.539724672
0.0038,3.629846266
0.0039,3.734215669
0.004,3.611699566
0.0041,3.361274094
0.0042,3.546435658
0.0043,4.02907549
0.0044,4.812820399
0.0045,3.501325486
0.0046,3.912035882
0.0047,4.519513516
0.0048,3.98694613
0.0049,3.992612329
0.005,4.764037813
0.0051,4.871001131
0.0052,4.141744001
0.0053,4.711921809
0.0054,4.15649487
0.0055,3.911902928
0.0056,4.740372991
0.0057,3.91221044
0.0058,5.263759456
0.0059,4.792491547
0.006,4.559897614
0.0061,4.833206601
0.0062,5.035855926
0.0063,4.810058536
0.0064,5.023027354
0.0065,5.160801717
0.0066,4.285643645
0.0067,4.824348387
0.0068,4.26938924
0.0069,4.501058688
0.007,4.591801586
0.0071,5.207302405
0.0072,4.20761388
0.0073,4.514360973
0.0074,4.982619847
0.0075,4.268854428
0.0076,5.495037455
0.0077,4.94646321
0.0078,4.880214653
0.0079,5.270010451
0.008,5.220329941
0.0081,4.583956746
0.0082,4.674172393
0.0083,4.899271409
0.0084,5.304708485
0.0085,4.354127444
0.0086,5.029702354
0.0087,4.626205421
0.0088,5.492259888
0.0089,4.981298777
0.009,4.457856673
0.0091,5.041377892
0.0092,5.31901882
0.0093,5.870854943
0.0094,4.69270349
0.0095,5.353486394
0.0096,5.605065973
0.0097,5.074068691
0.0098,5.239358458
0.0099,4.956391743
0.01,4.541868635
0.0101,5.909956998
0.0102,5.316328796
0.0103,5.556192979
0.0104,4.761148057
0.0105,4.543659543
0.0106,4.573227594
0.0107,5.808770961
0.0108,5.366565237
0.0109,6.018181644
0.011,5.170888839
0.0111,5.958108329
0.0112,4.712722758
0.0113,5.922455841
0.0114,5.585697975
0.0115,5.972143674
0.0116,5.045119045
0.0117,6.033221937
0.0118,4.804132127
0.0119,4.807662555
0.012,5.940580045
0.0121,5.335809663
0.0122,5.906410088
0.0123,4.834134409
0.0124,5.295886893
0.0125,6.01345596
0.0126,4.869159724
0.0127,4.753518904
0.0128,5.810296799
0.0129,5.690367155
0.013,5.79863165
0.0131,5.03241372
0.0132,4.714660279
0.0133,4.630951426
0.0134,5.858286977
0.0135,5.843018493
0.0136,4.52785923
0.0137,4.540226977
0.0138,4.995014217
0.0139,4.566586626
0.014,5.605312498
0.0141,4.965357185
0.0142,4.58382346
0.0143,4.782520351
0.0144,5.793934267
0.0145,5.656815954
0.0146,4.925803204
0.0147,5.362370698
0.0148,4.878002681
0.0149,5.14828386
0.015,5.51783701
0.0151,5.025690936
0.0152,4.823541345
0.0153,4.695347227
0.0154,4.473120485
0.0155,5.307810304
0.0156,5.636325568
0.0157,4.906984125
0.0158,5.238559086
0.0159,5.612481957
0.016,5.12257497
0.0161,4.563720767
0.0162,4.458198154
0.0163,4.242343157
0.0164,4.467051587
0.0165,5.029317173
0.0166,4.428733947
0.0167,4.972115895
0.0168,4.282403992
0.0169,4.130651319
0.017,4.771870981
0.0171,5.000102866
0.0172,4.65968017
0.0173,4.141378813
0.0174,4.578173056
0.0175,4.091161337
0.0176,4.593902363
0.0177,3.822457347
0.0178,3.989856552
0.0179,4.05518195
0.018,5.084314785
0.0181,3.86490446
0.0182,4.659842005
0.0183,3.688825522
0.0184,4.520735396
0.0185,3.769788446
0.0186,3.755494885
0.0187,3.6016412
0.0188,3.554389823
0.0189,4.959097314
0.019,4.227707835
0.0191,4.116307891
0.0192,4.51323574
0.0193,3.427999792
0.0194,4.247739082
0.0195,3.998931017
0.0196,4.643186831
0.0197,3.820395375
0.0198,3.397890379
0.0199,4.461346503
0.02,3.372063537
0.0201,4.169615249
0.0202,4.551369556
0.0203,4.586519488
0.0204,3.585155031
0.0205,3.4985626
0.0206,4.043765288
0.0207,3.073273619
0.0208,4.308699016
0.0209,3.368339155
0.021,4.454785562
0.0211,3.436630393
0.0212,2.97280453
0.0213,3.675197367
0.0214,3.321968663
0.0215,3.504278084
0.0216,3.026883646
0.0217,4.103170006
0.0218,3.313775691
0.0219,3.73097877
0.022,3.808817489
0.0221,3.421252403
0.0222,3.581110209
0.0223,3.35636693
0.0224,3.257625805
0.0225,3.537527466
0.0226,2.60929511
0.0227,3.786664871
0.0228,2.627742777
0.0229,2.80158083
0.023,3.362902597
0.0231,3.592901489
0.0232,3.442627066
0.0233,3.16161725
0.0234,3.615838914
0.0235,3.625940644
0.0236,2.778898615
0.0237,2.686548954
0.0238,2.521364163
0.0239,3.153717385
0.024,3.422542253
0.0241,3.710762824
0.0242,2.473320579
0.0243,2.316576804
0.0244,2.508307949
0.0245,3.313083291
0.0246,2.746865641
0.0247,2.570674966
0.0248,3.513119086
0.0249,3.329737485
0.025,2.2880553
0.0251,3.077471407
0.0252,3.23599428
0.0253,2.432378844
0.0254,2.659897525
0.0255,2.562948906
0.0256,2.466240343
0.0257,2.537877773
0.0258,3.04122406
0.0259,2.788501687
0.026,2.247209839
0.0261,3.100486329
0.0262,2.777246577
0.0263,1.985695141
0.0264,3.181158606
0.0265,2.907052134
0.0266,3.243770595
0.0267,2.671983144
0.0268,2.339090298
0.0269,2.157577433
0.027,2.932675109
0.0271,2.321995412
0.0272,3.244928189
0.0273,3.154201411
0.0274,2.041032561
0.0275,2.506950861
0.0276,3.205105899
0.0277,2.48063694
0.0278,2.702795242
0.0279,2.087937297
0.028,3.027565817
0.0281,2.578819727
0.0282,2.942523425
0.0283,2.014967622
0.0284,2.867115946
0.0285,2.466057571
0.0286,2.59325645
0.0287,3.322517121
0.0288,1.886104978
0.0289,3.129347692
0.029,3.11481127
0.0291,2.853558417
0.0292,1.951441247
0.0293,3.137430908
0.0294,2.212087462
0.0295,2.579612467
0.0296,1.874956536
0.0297,2.134656741
0.0298,2.921538118
0.0299,3.157480482
0.03,3.18769842
0.0301,2.354874606
0.0302,2.965875551
0.0303,3.251071879
0.0304,1.989929508
0.0305,2.450883222
0.0306,2.781506363
0.0307,2.736647379
0.0308,2.906884725
0.0309,2.214936994
0.031,2.468121925
0.0311,3.163615634
0.0312,2.577110926
0.0313,2.122901793
0.0314,3.056178421
0.0315,2.258424298
0.0316,3.103087141
0.0317,2.349916709
0.0318,2.651450204
0.0319,3.270665248
0.032,3.552625605
0.0321,2.972164736
0.0322,2.892193494
0.0323,3.11960791
0.0324,3.121442303
0.0325,2.913964296
0.0326,2.459685391
0.0327,3.550946043
0.0328,3.51702871
0.0329,2.690474411
0.033,3.399280519
0.0331,2.67951392
0.0332,3.609046822
0.0333,3.608377837
0.0334,2.970055197
0.0335,3.527962343
0.0336,2.9431739
0.0337,2.803139994
0.0338,2.754257684
0.0339,3.882512941
0.034,3.817266774
0.0341,2.584035232
0.0342,3.353540712
0.0343,3.084436993
0.0344,2.977079798
0.0345,2.888952378
0.0346,3.922027448
0.0347,3.48773072
0.0348,3.350592543
0.0349,3.873998011
0.035,3.137432557
0.0351,3.624646677
0.0352,3.539606548
0.0353,4.155814992
0.0354,3.568823839
0.0355,3.514770662
0.0356,3.239288662
0.0357,3.466999502
0.0358,3.169672956
0.0359,4.373344626
0.036,3.204135865
0.0361,3.736575623
0.0362,4.33602943
0.0363,4.060316572
0.0364,4.274386206
0.0365,3.640749892
0.0366,4.301837875
0.0367,3.866326709
0.0368,3.979019049
0.0369,4.716543679
0.037,3.951412364
0.0371,3.501198668
0.0372,4.532642294
0.0373,3.974214403
0.0374,3.772592656
0.0375,3.901075862
0.0376,4.393147846
0.0377,4.77652612
0.0378,4.682807715
0.0379,4.659302858
0.038,5.252906018
0.0381,4.770682137
0.0382,4.006844355
0.0383,5.093659149
0.0384,5.158874918
0.0385,4.402070013
0.0386,4.178750724
0.0387,4.138353298
0.0388,5.098361355
0.0389,4.958557381
0.039,4.123265178
0.0391,4.592483226
0.0392,4.716487692
0.0393,5.623934498
0.0394,4.356470474
0.0395,4.982037116
0.0396,4.526276801
0.0397,4.624820048
0.0398,4.720027856
0.0399,5.893394508
0.04,4.683372726
0.0401,5.93440377
0.0402,4.60234776
0.0403,5.241746015
0.0404,4.776054212
0.0405,4.954554637
0.0406,4.863139949
0.0407,5.221371935
0.0408,6.277338118
0.0409,4.963048927
0.041,5.591261285
0.0411,5.120366963
0.0412,6.166591193
0.0413,6.043116174
0.0414,5.411351916
0.0415,5.070758143
0.0416,5.643118733
0.0417,5.5734421
0.0418,5.553324338
0.0419,6.063929131
0.042,6.575019308
0.0421,6.161006249
0.0422,6.388036009
0.0423,5.403361542
0.0424,5.757807624
0.0425,6.16835395
0.0426,5.561730661
0.0427,5.611964434
0.0428,5.824812507
0.0429,6.137223472
0.043,6.016415763
0.0431,6.281551475
0.0432,6.880905414
0.0433,6.711890585
0.0434,6.202365307
0.0435,6.72021101
0.0436,5.780719427
0.0437,6.117158123
0.0438,5.826792132
0.0439,6.092366221
0.044,6.580905459
0.0441,7.290696812
0.0442,7.361063525
0.0443,6.59234562
0.0444,6.143828855
0.0445,6.88130122
